GID_date,Period_number,Period,Sub_period,Start_date,End_date,Confidence_in_date
77291,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77292,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77293,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77294,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77295,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77296,10,Iron Age,Late Iron Age,-100,42,Y
77297,10,Iron Age,Late Iron Age,-100,42,Y
77298,10,Iron Age,Late Iron Age,-100,42,Y
77299,10,Iron Age,Late Iron Age,-100,42,Y
77300,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77301,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77302,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77303,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77304,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77305,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77306,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77307,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77308,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77309,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77310,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77311,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77312,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77313,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77315,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77316,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77317,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77318,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77319,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77320,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77321,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77322,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77323,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77324,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77325,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77326,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77327,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77328,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77329,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77330,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77331,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77332,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77333,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77334,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77335,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77336,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77337,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77338,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77339,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77340,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77341,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77342,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77343,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77344,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77345,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77346,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77347,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77348,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77349,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77350,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77351,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77353,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77354,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77358,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77359,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77360,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77361,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77362,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77363,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77364,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77365,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77370,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77372,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77374,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77375,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77376,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77377,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77378,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77379,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77381,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77382,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77383,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77384,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77385,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77387,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77388,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77389,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77390,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77391,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77392,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77393,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77394,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77395,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77396,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77397,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77398,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77399,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77400,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77401,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77402,10,Iron Age,Late Iron Age,-100,42,Y
77403,10,Iron Age,Late Iron Age,-100,42,Y
77404,10,Iron Age,Late Iron Age,-100,42,Y
77405,10,Iron Age,Late Iron Age,-100,42,Y
77406,10,Iron Age,Late Iron Age,-100,42,Y
77407,10,Iron Age,Late Iron Age,-100,42,Y
77408,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77409,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77410,10,Iron Age,Late Iron Age,-100,42,Y
77411,10,Iron Age,Late Iron Age,-100,42,Y
77413,10,Iron Age,Late Iron Age,-100,42,Y
77414,10,Iron Age,Late Iron Age,-100,42,Y
77415,10,Iron Age,Late Iron Age,-100,42,Y
77416,10,Iron Age,Late Iron Age,-100,42,Y
77417,10,Iron Age,Late Iron Age,-100,42,Y
77418,10,Iron Age,Late Iron Age,-100,42,Y
77419,10,Iron Age,Late Iron Age,-100,42,Y
77420,10,Iron Age,Late Iron Age,-100,42,Y
77421,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77422,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77423,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77424,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77425,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77426,4,Bronze Age,Beaker/Chalcolithic,-2450,-2000,Y
77427,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77428,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77429,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77430,13,Bronze Age,n/a,-2450,-1701,Y
77432,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77433,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77434,10,Iron Age,Late Iron Age,-100,42,Y
77435,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77436,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77437,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77438,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77439,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77440,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77441,10,Iron Age,Late Iron Age,-100,42,Y
77442,10,Iron Age,Late Iron Age,-100,42,Y
77443,10,Iron Age,Late Iron Age,-100,42,Y
77444,10,Iron Age,Late Iron Age,-100,42,Y
77445,10,Iron Age,Late Iron Age,-100,42,Y
77446,5,Bronze Age,Early Bronze Age,-2300,-1701,Y
77447,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77448,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
77449,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
77450,5,Bronze Age,Early Bronze Age,-2300,-1701,Y
77451,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77452,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77453,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77454,5,Bronze Age,Early Bronze Age,-2300,-1701,Y
77455,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
77456,10,Iron Age,Late Iron Age,-100,42,Y
77457,10,Iron Age,Late Iron Age,-100,42,Y
77458,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77459,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77460,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
77461,10,Iron Age,Late Iron Age,-100,42,Y
77463,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77465,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77466,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77468,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77471,10,Iron Age,Late Iron Age,-100,42,Y
77473,10,Iron Age,Late Iron Age,-100,42,Y
77474,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77475,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77476,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77477,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77478,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77479,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
77480,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
77481,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
77482,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
77483,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
77484,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77485,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77486,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77487,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77488,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77489,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77490,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77491,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
77493,10,Iron Age,Late Iron Age,-100,42,Y
77494,10,Iron Age,Late Iron Age,-100,42,Y
77495,10,Iron Age,Late Iron Age,-100,42,Y
77496,10,Iron Age,Late Iron Age,-100,42,Y
77497,10,Iron Age,Late Iron Age,-100,42,Y
77498,10,Iron Age,Late Iron Age,-100,42,Y
77499,10,Iron Age,Late Iron Age,-100,42,Y
77500,10,Iron Age,Late Iron Age,-100,42,Y
77501,10,Iron Age,Late Iron Age,-100,42,Y
77502,10,Iron Age,Late Iron Age,-100,42,Y
77503,10,Iron Age,Late Iron Age,-100,42,Y
77504,10,Iron Age,Late Iron Age,-100,42,Y
77505,10,Iron Age,Late Iron Age,-100,42,Y
77506,10,Iron Age,Late Iron Age,-100,42,Y
77507,10,Iron Age,Late Iron Age,-100,42,Y
77508,10,Iron Age,Late Iron Age,-100,42,Y
77509,10,Iron Age,Late Iron Age,-100,42,Y
77510,10,Iron Age,Late Iron Age,-100,42,Y
77511,10,Iron Age,Late Iron Age,-100,42,Y
77512,10,Iron Age,Late Iron Age,-100,42,Y
77513,10,Iron Age,Late Iron Age,-100,42,Y
77514,10,Iron Age,Late Iron Age,-100,42,Y
77515,10,Iron Age,Late Iron Age,-100,42,Y
77516,10,Iron Age,Late Iron Age,-100,42,Y
77517,10,Iron Age,Late Iron Age,-100,42,Y
77518,10,Iron Age,Late Iron Age,-100,42,Y
77519,10,Iron Age,Late Iron Age,-100,42,Y
77520,10,Iron Age,Late Iron Age,-100,42,Y
77521,10,Iron Age,Late Iron Age,-100,42,Y
77522,10,Iron Age,Late Iron Age,-100,42,Y
77523,10,Iron Age,Late Iron Age,-100,42,Y
77524,10,Iron Age,Late Iron Age,-100,42,Y
77525,10,Iron Age,Late Iron Age,-100,42,Y
77526,10,Iron Age,Late Iron Age,-100,42,Y
77527,10,Iron Age,Late Iron Age,-100,42,Y
77528,10,Iron Age,Late Iron Age,-100,42,Y
77529,10,Iron Age,Late Iron Age,-100,42,Y
77530,10,Iron Age,Late Iron Age,-100,42,Y
77531,10,Iron Age,Late Iron Age,-100,42,Y
77532,10,Iron Age,Late Iron Age,-100,42,Y
77533,10,Iron Age,Late Iron Age,-100,42,Y
77534,10,Iron Age,Late Iron Age,-100,42,Y
77535,10,Iron Age,Late Iron Age,-100,42,Y
77536,10,Iron Age,Late Iron Age,-100,42,Y
77537,10,Iron Age,Late Iron Age,-100,42,Y
77538,10,Iron Age,Late Iron Age,-100,42,Y
77540,10,Iron Age,Late Iron Age,-100,42,Y
77541,10,Iron Age,Late Iron Age,-100,42,Y
77542,10,Iron Age,Late Iron Age,-100,42,Y
77543,10,Iron Age,Late Iron Age,-100,42,Y
77544,10,Iron Age,Late Iron Age,-100,42,Y
77545,10,Iron Age,Late Iron Age,-100,-50,N
77546,10,Iron Age,Late Iron Age,-100,42,Y
77547,10,Iron Age,Late Iron Age,-100,42,Y
77548,10,Iron Age,Late Iron Age,-100,42,Y
77549,10,Iron Age,Late Iron Age,-100,42,Y
77550,10,Iron Age,Late Iron Age,-100,42,Y
77551,10,Iron Age,Late Iron Age,-100,42,Y
77552,10,Iron Age,Late Iron Age,-100,42,Y
77553,10,Iron Age,Late Iron Age,-100,42,Y
77554,10,Iron Age,Late Iron Age,-100,42,Y
77555,10,Iron Age,Late Iron Age,-100,42,Y
77556,10,Iron Age,Late Iron Age,-100,42,Y
77557,10,Iron Age,Late Iron Age,-100,42,Y
77558,10,Iron Age,Late Iron Age,-100,42,Y
77559,10,Iron Age,Late Iron Age,-100,42,Y
77560,10,Iron Age,Late Iron Age,-100,42,Y
77561,10,Iron Age,Late Iron Age,-100,42,Y
77562,10,Iron Age,Late Iron Age,-100,42,Y
77563,10,Iron Age,Late Iron Age,-100,42,Y
77564,10,Iron Age,Late Iron Age,-100,42,Y
77565,10,Iron Age,Late Iron Age,-100,42,Y
77566,10,Iron Age,Late Iron Age,-100,42,Y
77567,10,Iron Age,Late Iron Age,-100,42,Y
77568,10,Iron Age,Late Iron Age,-100,42,Y
77569,10,Iron Age,Late Iron Age,-100,42,Y
77570,10,Iron Age,Late Iron Age,-100,42,Y
77571,10,Iron Age,Late Iron Age,-100,42,Y
77572,10,Iron Age,Late Iron Age,-100,42,Y
77573,10,Iron Age,Late Iron Age,-100,42,Y
77574,10,Iron Age,Late Iron Age,-100,42,Y
77575,10,Iron Age,Late Iron Age,-100,42,Y
77576,10,Iron Age,Late Iron Age,-100,42,Y
77577,10,Iron Age,Late Iron Age,-100,42,Y
77578,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
77579,6,Bronze Age,Middle Bronze Age,-1500,-1150,N
77580,10,Iron Age,Late Iron Age,-50,42,Y
77581,10,Iron Age,Late Iron Age,-100,42,Y
77582,10,Iron Age,Late Iron Age,-100,42,Y
77583,10,Iron Age,Late Iron Age,-15,42,Y
77584,10,Iron Age,Late Iron Age,-100,42,Y
77585,10,Iron Age,Late Iron Age,-100,42,Y
77586,10,Iron Age,Late Iron Age,-100,42,Y
77587,10,Iron Age,Late Iron Age,-100,42,Y
77588,10,Iron Age,Late Iron Age,-50,42,Y
77589,10,Iron Age,Late Iron Age,-100,42,Y
77590,10,Iron Age,Late Iron Age,-100,42,Y
77591,10,Iron Age,Late Iron Age,-100,42,Y
77592,10,Iron Age,Late Iron Age,-100,42,Y
77593,10,Iron Age,Late Iron Age,-100,42,Y
77594,9,Iron Age,Middle Iron Age,-235,-110,Y
77595,9,Iron Age,Middle Iron Age,-235,-110,Y
77596,9,Iron Age,Middle Iron Age,-235,-110,Y
77597,9,Iron Age,Middle Iron Age,-235,-110,Y
77598,9,Iron Age,Middle Iron Age,-280,-175,Y
77599,9,Iron Age,Middle Iron Age,-235,-110,Y
77600,9,Iron Age,Middle Iron Age,-235,-110,Y
77601,10,Iron Age,Late Iron Age,-80,85,Y
77603,10,Iron Age,Late Iron Age,-85,85,Y
77604,10,Iron Age,Late Iron Age,-100,42,Y
77605,14,Iron Age,n/a,-400,42,Y
77606,14,Iron Age,n/a,-800,42,Y
77607,10,Iron Age,Late Iron Age,-100,42,Y
77608,10,Iron Age,Late Iron Age,1,10,Y
77609,10,Iron Age,Late Iron Age,1,42,Y
77610,10,Iron Age,Late Iron Age,-40,125,Y
77611,10,Iron Age,Late Iron Age,-40,125,Y
77612,10,Iron Age,Late Iron Age,-100,42,Y
77613,10,Iron Age,Late Iron Age,-100,42,Y
77614,10,Iron Age,Late Iron Age,-100,42,Y
77615,10,Iron Age,Late Iron Age,-100,42,Y
77616,10,Iron Age,Late Iron Age,-100,42,Y
77617,10,Iron Age,Late Iron Age,-100,42,Y
77618,10,Iron Age,Late Iron Age,-100,1,Y
77619,10,Iron Age,Late Iron Age,-100,1,Y
77620,10,Iron Age,Late Iron Age,-100,-1,Y
77621,10,Iron Age,Late Iron Age,-100,-1,Y
77622,10,Iron Age,Late Iron Age,-100,-1,Y
77623,9,Iron Age,Middle Iron Age,-235,-110,Y
77624,14,Iron Age,n/a,-800,42,Y
77625,10,Iron Age,Late Iron Age,-100,42,Y
77626,10,Iron Age,Late Iron Age,30,65,Y
77627,10,Iron Age,Late Iron Age,-100,65,Y
77628,10,Iron Age,Late Iron Age,30,65,Y
77629,10,Iron Age,Late Iron Age,30,65,Y
77630,10,Iron Age,Late Iron Age,30,65,Y
77631,10,Iron Age,Late Iron Age,30,65,Y
77632,10,Iron Age,Late Iron Age,30,65,Y
77633,10,Iron Age,Late Iron Age,-100,42,Y
77634,10,Iron Age,Late Iron Age,-100,42,Y
77635,10,Iron Age,Late Iron Age,-100,42,Y
77636,10,Iron Age,Late Iron Age,-100,42,Y
77637,10,Iron Age,Late Iron Age,-100,42,Y
77638,10,Iron Age,Late Iron Age,-100,42,Y
77639,10,Iron Age,Late Iron Age,-100,42,Y
77640,10,Iron Age,Late Iron Age,-100,42,Y
77641,9,Iron Age,Middle Iron Age,-400,-101,Y
77642,9,Iron Age,Middle Iron Age,-400,-101,Y
77643,9,Iron Age,Middle Iron Age,-300,-101,Y
77644,9,Iron Age,Middle Iron Age,-300,-101,Y
77645,10,Iron Age,Late Iron Age,-100,42,Y
77646,10,Iron Age,Late Iron Age,-100,42,Y
77647,9,Iron Age,Middle Iron Age,-400,-101,Y
77648,10,Iron Age,Late Iron Age,-100,42,Y
77649,9,Iron Age,Middle Iron Age,-400,-101,Y
77650,9,Iron Age,Middle Iron Age,-275,-50,Y
77651,9,Iron Age,Middle Iron Age,-400,-101,Y
77652,9,Iron Age,Middle Iron Age,-400,-101,Y
77653,9,Iron Age,Middle Iron Age,-400,-101,Y
77654,10,Iron Age,Late Iron Age,-100,42,Y
77655,10,Iron Age,Late Iron Age,-100,42,Y
77656,10,Iron Age,Late Iron Age,-100,42,N
77657,9,Iron Age,Middle Iron Age,-400,-101,Y
77658,10,Iron Age,Late Iron Age,-100,42,N
77659,10,Iron Age,Late Iron Age,-100,42,N
77660,10,Iron Age,Late Iron Age,-100,42,N
77661,9,Iron Age,Middle Iron Age,-400,-101,Y
77662,9,Iron Age,Middle Iron Age,-400,-101,Y
77663,9,Iron Age,Middle Iron Age,-400,-101,Y
77664,9,Iron Age,Middle Iron Age,-380,-201,Y
77665,9,Iron Age,Middle Iron Age,-380,-201,Y
77666,9,Iron Age,Middle Iron Age,-380,-201,Y
77667,10,Iron Age,Late Iron Age,-100,42,Y
77668,10,Iron Age,Late Iron Age,-100,42,Y
77669,10,Iron Age,Late Iron Age,-100,42,Y
77670,10,Iron Age,Late Iron Age,-100,42,Y
77671,10,Iron Age,Late Iron Age,-100,42,Y
77672,10,Iron Age,Late Iron Age,-100,42,Y
77673,10,Iron Age,Late Iron Age,-100,42,Y
77674,10,Iron Age,Late Iron Age,-100,42,Y
77675,10,Iron Age,Late Iron Age,-100,42,Y
77676,10,Iron Age,Late Iron Age,-100,42,Y
77677,10,Iron Age,Late Iron Age,-100,42,Y
77678,10,Iron Age,Late Iron Age,-100,42,Y
77679,10,Iron Age,Late Iron Age,-100,42,Y
77680,10,Iron Age,Late Iron Age,-100,42,Y
77681,10,Iron Age,Late Iron Age,-100,42,Y
77682,10,Iron Age,Late Iron Age,-100,42,Y
77683,10,Iron Age,Late Iron Age,-100,42,Y
77684,10,Iron Age,Late Iron Age,-100,42,Y
77685,10,Iron Age,Late Iron Age,-100,42,Y
77686,10,Iron Age,Late Iron Age,-100,42,Y
77687,10,Iron Age,Late Iron Age,-100,42,Y
77688,10,Iron Age,Late Iron Age,-100,42,Y
77689,10,Iron Age,Late Iron Age,-100,42,Y
77690,10,Iron Age,Late Iron Age,-100,42,Y
77691,10,Iron Age,Late Iron Age,-100,42,Y
77692,14,Iron Age,n/a,-400,42,Y
77693,14,Iron Age,n/a,-800,42,Y
77694,14,Iron Age,n/a,-400,42,Y
77702,10,Iron Age,Late Iron Age,-100,42,Y
77703,9,Iron Age,Middle Iron Age,-400,-101,Y
77704,10,Iron Age,Late Iron Age,-100,42,Y
77705,10,Iron Age,Late Iron Age,-100,42,Y
77706,10,Iron Age,Late Iron Age,-100,42,Y
77707,10,Iron Age,Late Iron Age,-100,42,Y
77708,10,Iron Age,Late Iron Age,-100,42,Y
77709,10,Iron Age,Late Iron Age,-100,42,Y
77726,9,Iron Age,Middle Iron Age,-400,-101,N
77727,9,Iron Age,Middle Iron Age,-200,-101,N
77728,9,Iron Age,Middle Iron Age,-200,-101,N
77729,10,Iron Age,Late Iron Age,-100,42,Y
77730,10,Iron Age,Late Iron Age,-100,42,Y
77731,9,Iron Age,Middle Iron Age,-400,-101,N
77732,9,Iron Age,Middle Iron Age,-200,-101,N
77733,9,Iron Age,Middle Iron Age,-200,-101,Y
77734,10,Iron Age,Late Iron Age,-100,42,Y
77736,10,Iron Age,Late Iron Age,-100,42,Y
77738,10,Iron Age,Late Iron Age,-100,42,Y
77739,9,Iron Age,Middle Iron Age,-400,-101,Y
77740,9,Iron Age,Middle Iron Age,-400,-101,Y
77741,10,Iron Age,Late Iron Age,-100,42,Y
77742,10,Iron Age,Late Iron Age,-100,42,Y
77743,10,Iron Age,Late Iron Age,-100,42,Y
77744,10,Iron Age,Late Iron Age,-100,42,Y
77745,10,Iron Age,Late Iron Age,-100,42,Y
77746,10,Iron Age,Late Iron Age,-100,42,Y
77747,10,Iron Age,Late Iron Age,-100,42,Y
77748,10,Iron Age,Late Iron Age,-100,42,Y
77749,10,Iron Age,Late Iron Age,-100,42,Y
77750,10,Iron Age,Late Iron Age,-100,42,Y
77751,10,Iron Age,Late Iron Age,-100,42,Y
77752,10,Iron Age,Late Iron Age,-100,42,Y
77753,10,Iron Age,Late Iron Age,-100,42,Y
77754,10,Iron Age,Late Iron Age,-100,42,Y
77755,10,Iron Age,Late Iron Age,-100,42,Y
77756,10,Iron Age,Late Iron Age,-100,42,Y
77757,10,Iron Age,Late Iron Age,-100,42,Y
77758,10,Iron Age,Late Iron Age,-100,42,Y
77759,10,Iron Age,Late Iron Age,-100,42,Y
77760,9,Iron Age,Middle Iron Age,-400,-101,Y
77761,9,Iron Age,Middle Iron Age,-400,-101,Y
77764,10,Iron Age,Late Iron Age,-100,42,Y
77765,10,Iron Age,Late Iron Age,-100,42,Y
77766,10,Iron Age,Late Iron Age,-100,42,Y
77767,10,Iron Age,Late Iron Age,-100,42,Y
77768,10,Iron Age,Late Iron Age,-100,42,Y
77769,10,Iron Age,Late Iron Age,-100,42,Y
77770,10,Iron Age,Late Iron Age,-100,42,Y
77771,9,Iron Age,Middle Iron Age,-400,-101,N
77772,9,Iron Age,Middle Iron Age,-400,-101,Y
77773,9,Iron Age,Middle Iron Age,-400,-101,Y
77774,9,Iron Age,Middle Iron Age,-400,-101,Y
77775,9,Iron Age,Middle Iron Age,-400,-101,Y
77776,9,Iron Age,Middle Iron Age,-400,-101,Y
77777,9,Iron Age,Middle Iron Age,-400,-101,Y
77778,9,Iron Age,Middle Iron Age,-300,-200,Y
77779,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
77780,10,Iron Age,Late Iron Age,-50,-1,Y
77781,10,Iron Age,Late Iron Age,-100,42,Y
77782,10,Iron Age,Late Iron Age,-100,42,Y
77783,10,Iron Age,Late Iron Age,-50,-1,Y
77784,10,Iron Age,Late Iron Age,-70,-30,Y
77785,10,Iron Age,Late Iron Age,-70,-30,Y
20004,13,Bronze Age,n/a,-2450,-1151,Y
20008,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20010,13,Bronze Age,n/a,-1900,-1501,Y
20012,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20014,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20027,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20029,5,Bronze Age,Early Bronze Age,-1800,-1501,Y
20031,13,Bronze Age,n/a,-2450,-1151,Y
20033,13,Bronze Age,n/a,-2450,-1150,Y
20037,13,Bronze Age,n/a,-1500,-801,Y
20058,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
20063,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20065,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20071,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20087,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20119,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20166,13,Bronze Age,n/a,-1500,-801,Y
20198,13,Bronze Age,n/a,-2450,-801,Y
20250,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20254,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20274,10,Iron Age,Late Iron Age,-100,42,Y
20307,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20313,10,Iron Age,Late Iron Age,1,42,Y
20316,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20348,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20364,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20380,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20383,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20400,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20435,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
20447,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
20474,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20484,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
20016,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
20017,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
20019,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
